cuit,razon_social,fecha_hora_contrato_social,tipo_societario,fecha_hora_actualizacion,numero_inscripcion,dom_fiscal_provincia,dom_fiscal_localidad,dom_fiscal_calle,dom_fiscal_numero,dom_fiscal_piso,dom_fiscal_departamento,dom_fiscal_cp,dom_fiscal_estado_domicilio,dom_legal_provincia,dom_legal_localidad,dom_legal_calle,dom_legal_numero,dom_legal_piso,dom_legal_departamento,dom_legal_cp,dom_legal_estado_domicilio,actividad_codigo,actividad_descripcion,actividad_orden,actividad_estado,actividad_vigencia
30500059490,LIDERAR COMPAÑIA GENERAL DE SEGUROS SOCIEDAD ANONIMA,1959-06-12-00:00,SOCIEDAD ANONIMA,2024-11-01-11:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,585,02,, 1003,CONFIRMADO,BUENOS AIRES,LA PLATA,DIAGONAL 74,929,,, 1902,DECLARADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500059563,VIGOR COOPERATIVA DE SEGUROS GENERALES LIMITADA,1901-01-01-00:00,COOPERATIVA,2024-02-22-13:50,,SANTA FE,VENADO TUERTO,CASTELLI,595,,, 2600,INEXISTENTE - DESCONOCIDO,SANTA FE,VENADO TUERTO,CASTELLI,595,,, 2600,NO CONFIRMADO,,,1,AC,S
30500059709,ESCUDO SEGUROS S.A. EN LIQUIDACION,2002-11-19-12:00,SOCIEDAD ANONIMA,2024-01-01-11:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,330,4,, 1043,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,330,4,403, 1043,DECLARADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500059873,COMPA#IA DE SEGUROS DEL INTERIOR S A,1961-12-23-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,55,,, 1035,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESMERALDA,55,,, 1035,NO CONFIRMADO,,,1,AC,S
30500059946,CUSPIDE COMPA#IA ARGENTINA DE SEGUROS SOCIEDAD ANONIMA,1961-05-15-00:00,SOCIEDAD ANONIMA,2022-06-14-18:59,,CORDOBA,VILLA MARIA,BUENOS AIRES,1045,,, 5900,NO CONFIRMADO,CORDOBA,VILLA MARIA,BUENOS AIRES,1045,,, 5900,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500060103,INTERAMERICANA S A DE SEGUROS GENERALES,1960-08-27-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,222,06,, 1043,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES,222,06,, 1356,NO CONFIRMADO,,,1,AC,S
30500060413,JUNCAL COMPA#IA DE SEGUROS DE AUTOS Y PATRIMONIALES SOCIEDAD ANONIMA,1960-02-01-00:00,SOCIEDAD ANONIMA,2024-03-25-16:14,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,483,11,, 1004,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,379,,, 1004,DECLARADO POR INTERNET, 681098,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",2,AC,S
30500060588,"INSTITUTO COOPERATIVO COOPERATIVA LIMITADA DE VIVIENDA,CREDITO CONSUMO Y OTROS SERVICIOS",1962-11-12-00:00,COOPERATIVA,2024-06-01-05:46,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DELLA PAOLERA CARLOS,265,27,, 1001,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DELLA PAOLERA CARLOS,265,27,, 1001,DECLARADO POR INTERNET, 649290,Servicios de crédito n.c.p. (Incluye el otorgamiento de préstamos por entidades que no reciben depós,1,AC,S
30500060650,RELIANCE NATIONAL COMPANIA ARGENTINA DE SEGUROS S A,1952-07-30-00:00,SOCIEDAD ANONIMA,2024-06-29-08:10,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,1002,04,, 1001,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,1002,04,, 1001,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500060723,JUPITER COMPA#IA ARGENTINA DE SEGUROS S A (LIQUIDACION FORZOSA),1962-09-14-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BALCARCE,298,01,, 1064,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,472,05,, 1008,NO CONFIRMADO,,,1,AC,S
30500060960,ZURICH CIA DE SEGUROS,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-07-28-11:01,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,1010,,, 1010,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LIBERTAD,1042,,, 1012,NO CONFIRMADO, 410011,"Construcción, reforma y reparación de edificios residenciales (Incluye la construcción, reforma y re",1,AC,S
30500061266,SAN LORENZO COMPANIA DE SEGUROS S A,1961-07-04-00:00,SOCIEDAD ANONIMA,2024-01-01-10:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MORENO,769,03,, 1091,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MORENO,769,03,, 1091,NO CONFIRMADO,,,1,AC,S
30500061339,METROPOL CIA ARGENTINA DE SEGUROS SA,1961-06-05-00:00,SOCIEDAD ANONIMA,2024-11-02-04:29,,BUENOS AIRES,HAEDO,AV. RIVADAVIA,16976,,, 1706,DECLARADO,BUENOS AIRES,HAEDO,AV. RIVADAVIA,16976,,, 1706,DECLARADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500061401,ALFA CIA ARGENTINA DE SEGUROS S A,1960-04-18-00:00,SOCIEDAD ANONIMA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ROCA JULIO A.PTE.AV.,751,02,, 1067,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ROCA JULIO A. PTE.AV,751,02,, 1067,NO CONFIRMADO,,,1,AC,S
30500061711,RIO URUGUAY COOPERATIVA DE SEGUROS LIMITADA,1959-12-13-00:00,COOPERATIVA,2024-10-28-12:22,,ENTRE RIOS,CONCEPCION DEL URUGUAY,CONGRESO DE TUCUMAN,21,,, 3260,DECLARADO,ENTRE RIOS,CONCEPCION DEL URUGUAY,CONGRESO DE TUCUMAN,21,,, 3260,CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500061886,MAYOR COOPERATIVA LIMITADA DE VIVIENDA CREDITO CONSUMO Y SERVICIOS MULTIPLES,1963-02-05-00:00,COOPERATIVA,2024-01-01-10:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,432,11,, 1002,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,432,11,, 1002,DECLARADO POR INTERNET, 662090,Servicios auxiliares a los servicios de seguros n.c.p.,1,AC,S
30500062017,INCA S A COMPA#IA DE SEGUROS,1960-08-08-00:00,SOCIEDAD ANONIMA,2024-01-01-09:51,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BALCARCE,300,1,, 1064,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AVENIDA BELGRANO,666,,, 1092,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500062181,GARANTIA CIA ARG DE SEGUROS S A,1960-06-17-00:00,SOCIEDAD ANONIMA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,348,06,, 1047,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAVALLE,348,06,, 1306,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500062254,HUARPE COOP  DE SEGUROS LTDA,1961-11-17-00:00,COOPERATIVA,2022-06-14-18:53,,MENDOZA,MENDOZA,PATRICIAS MENDOCINAS,529,,, 5500,INEXISTENTE - DESCONOCIDO,MENDOZA,MENDOZA,PATRICIAS MENDOCINAS,529,,, 5500,NO CONFIRMADO,,,1,AC,S
30500062327,BETANIA COOP DE SEG GRALES EN LIQUIDACION JUZG NRO 9 SECRET NRO 18 COMERC,1986-08-29-00:00,COOPERATIVA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,638,05,D, 1013,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TALCAHUANO,638,05,D, 1013,NO CONFIRMADO,,,1,AC,S
30500062637,OMEGA SEGUROS SOCIEDAD ANONIMA,1959-11-30-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1170,,, 1043,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1170,,, 1043,CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500063005,CONOSUD SA CIA ARGENTINA DE SEGUROS,1963-07-31-00:00,SOCIEDAD ANONIMA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,610,22,, 1057,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PARAGUAY,610,22,, 1057,NO CONFIRMADO,,,1,AC,S
30500063242,INSTITUTO ASEGURADOR MERCANTIL COMPANIA ARGENTINA DE SEGUROS SA IAM,1964-08-03-11:00,SOCIEDAD ANONIMA,2024-05-01-05:04,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,774,,, 1092,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,774,,, 1092,DECLARADO, 681010,"Servicios de alquiler y explotación de inmuebles para fiestas, convenciones y otros eventos similare",3,AC,S
30500063315,ACUARIO COMPA#IA DE SEGUROS S A,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,612,06,, 1049,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,TUCUMAN,612,06,, 1049,NO CONFIRMADO,,,1,AC,S
30500063552,INSTITUTO PROVINCIAL DEL SEGURO,1901-01-01-00:00,SOCIEDAD DEL ESTADO,2022-06-14-18:53,,MISIONES,POSADAS,AVENIDA MITRE,165,,, 3300,NO CONFIRMADO,MISIONES,POSADAS,AVENIDA MITRE,165,,, 3300,NO CONFIRMADO, 841100,Servicios generales de la Administración Pública (Incluye el desempeño de funciones ejecutivas y leg,1,AC,S
30500063625,COMPA#IA ARG DE SEGUROS VISION SA,1901-01-01-00:00,SOCIEDAD ANONIMA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE MAYO AV.,878,05,, 1084,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE MAYO AV.,878,05,, 1084,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500063862,ALIANZA DEL RIO DE LA PLATA SOCIEDAD ANONIMA,1979-08-10-00:00,SOCIEDAD ANONIMA,2024-01-01-11:16,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVEAR MARCELO T. DE,624,06,, 1058,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALVEAR MARCELO T. DE,624,6,, 1058,CONFIRMADO, 662020,Servicios de productores  y asesores de seguros ,1,AC,S
30500063935,LONDRES Y RIO DE LA PLATA CIA ARGENTINA DE SEGUROS S A  EN LIQUIDACION,1964-02-28-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,444,,, 1002,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,444,,, 1002,CONFIRMADO,,,1,AC,S
30500064095,AGF ALLIANZ ARGENTINA COMPA#IA DE SEGUROS DE VIDA SOCIEDAD ANONIMA,1962-05-16-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,550,,, 1004,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SAN MARTIN,550,,, 1004,NO CONFIRMADO,,,1,AC,S
30500064168,ARCO IRIS SOCIEDAD COOPERATIVA DE SEGUROS LIMITADAA,1964-09-15-00:00,COOPERATIVA,2024-01-01-09:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BELGRANO AV.,926,,, 1092,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTEVIDEO,126,04,, 1019,NO CONFIRMADO,,,1,AC,S
30500064230,BBVA SEGUROS ARGENTINA S.A.,1964-07-29-11:00,SOCIEDAD ANONIMA,2024-01-01-10:52,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,111,22,, 1054,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,728,3,, 1001,DECLARADO POR INTERNET, 651120,"Servicios de seguros de vida (Incluye los seguros de vida, retiro y sepelio)",2,AC,S
30500064478,ASEGURADORA DE CREDITOS Y GARANTIAS S A,1959-03-20-00:00,SOCIEDAD ANONIMA,2024-10-22-12:07,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,BOUCHARD AV.,680,2,, 1106,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,"GRIERSON,CECILIA BOULEVARD",255,1,, 1107,DECLARADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500064613,AVANZADA COOPERATIVA DE SEGUROS LIMITADA,1963-10-21-00:00,ASOCIACION CIVIL,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SEGUROLA AV.,1502,,, 1407,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SEGUROLA AV.,1502,,, 1407,NO CONFIRMADO,,,1,AC,S
30500064850,AGROSALTA COOPERATIVA DE SEGUROS   LTDA,1965-01-18-00:00,COOPERATIVA,2024-10-01-07:33,,SALTA,SALTA,20 DE FEBRERO,197,PB,, 4400,CONSTITUIDO DE OFICIO,SALTA,SALTA,20 DE FEBRERO,197,E,9, 4400,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500065083,ARIES COMPA#IA ARGENTINA DE SEGUROS S A,1962-05-08-00:00,SOCIEDAD ANONIMA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,611,09,, 1002,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV RIVADAVIA,611,09,, 1002,NO CONFIRMADO,,,1,AC,S
30500065393,OMEGA COOPERATIVA DE SEGUROS LIMITADA S/LIQUIDACION FORZOSA,1901-01-01-00:00,COOPERATIVA,2024-01-01-09:29,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,1170,,, 1043,DECLARADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,AV CORRIENTES,1170,,, 1043,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500065601,HIMALAYA SOCIEDAD ANONIMA DE SEGUROS,1966-05-31-00:00,SOCIEDAD ANONIMA,2024-01-01-11:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,585,02,, 1003,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,585,02,, 1003,NO CONFIRMADO,,,1,AC,S
30500065776,TRIUNFO COOPERATIVA DE SEGUROS LIMITADA,1967-07-03-00:00,COOPERATIVA,2024-11-01-13:56,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CERRITO,836,3,, 1010,DECLARADO POR INTERNET,MENDOZA,MENDOZA,SAN MARTIN,1092,04,, 5500,NO CONFIRMADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500066071,GANADERA ARGENTINA SA DE SEGUROS,1964-07-10-00:00,SOCIEDAD ANONIMA,2024-02-22-13:48,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,495,09,, 1087,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALSINA ADOLFO,495,09,, 1087,NO CONFIRMADO,,,1,AC,S
30500066144,PREVINCA SEGUROS S A,1967-01-12-00:00,SOCIEDAD ANONIMA,2024-04-16-12:06,,SANTA FE,ROSARIO NORTE,ENTRE RIOS,537,,, 2000,DECLARADO,SANTA FE,ROSARIO,ENTRE RIOS,537,,, 2000,NO CONFIRMADO, 651110,Servicios de seguros de salud (Incluye medicina prepaga y mutuales de salud),4,AC,S
30500066217,CENTURIA CIA ARG DE SEGS SA,1961-06-19-00:00,SOCIEDAD ANONIMA,2024-02-22-13:58,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,893,06,, 1002,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RIVADAVIA AV.,893,06,, 1002,NO CONFIRMADO,,,1,AC,S
30500066381,COMPAÑIA ARGENTINA DE SEGUROS LATITUD SUR SA,1968-05-22-12:00,SOCIEDAD ANONIMA,2024-09-01-05:55,,JUJUY,PERICO,URQUIZA,602,,, 4608,DECLARADO,JUJUY,PERICO,URQUIZA,602,,, 4608,DECLARADO, 651220,Servicios de seguros patrimoniales excepto los de las aseguradoras de riesgo de trabajo (ART),1,AC,S
30500066764,CREAR CREDITO ARGENTINO SA,1963-12-17-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,1428,,, 1055,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORDOBA AV.,1428,,, 1055,NO CONFIRMADO,,,1,AC,S
30500067442,BANCO BUENOS AIRES BUILDING SOCIETY S A EN LIQUIDACION,1904-08-23-00:00,SOCIEDAD ANONIMA,2024-01-01-11:16,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,266,08,, 1003,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,266,08,, 1003,NO CONFIRMADO,,,1,AC,S
30500068430,VIVIENDAS CENIT ARGENTINO S A  SOCIEDAD DE AHORRO Y PRESTAMO PARA LA VIVIENDA U,1962-09-10-00:00,SOCIEDAD ANONIMA,2024-02-22-13:43,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTEVIDEO,477,01,, 1019,NO CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MONTEVIDEO,477,01,, 1019,NO CONFIRMADO,,,1,AC,S
30500069356,COSMOS S A DE AHORRO Y PRESTAMO PARA LA VIVIENDA,1964-04-29-00:00,SOCIEDAD ANONIMA,2024-02-22-13:50,,SANTA FE,VENADO TUERTO,SAN MARTIN,573,,, 2600,NO CONFIRMADO,SANTA FE,VENADO TUERTO,SAN MARTIN,573,,, 2600,NO CONFIRMADO,,,1,AC,S
30500069429,HELVETIA ARGENTINA SA DE SEGUROS,1964-04-22-00:00,SOCIEDAD ANONIMA,2024-01-01-11:00,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,359,PB,, 1003,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,RECONQUISTA,359,PB,, 1003,NO CONFIRMADO,,,1,AC,S
30500070206,EMPRESARIOS ASOCIADOS S A C I I Y A,1967-06-10-00:00,SOCIEDAD ANONIMA,2024-02-22-13:42,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAFINUR,2991,01,A, 1425,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,LAFINUR,2991,01,A, 1425,NO CONFIRMADO,,,1,AC,S
30500071121,AGENTRA INVERSORA SOCIEDAD ANONIMA,1964-03-02-00:00,SOCIEDAD ANONIMA,2024-01-13-06:45,,CHUBUT,PUERTO MADRYN,MITRE,465,1,001, 9120,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ALEM LEANDRO N. AV.,1134,14,, 1001,NO CONFIRMADO,,,2,AC,S
30500071369,PECUNIA S A COMPAÑIA FINANCIERA,1962-08-10-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,298,6,, 1002,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,25 DE MAYO,298,06,, 1002,DECLARADO POR INTERNET, 641941,Servicios de intermediación financiera realizada por las compañías financieras,1,AC,S
30500074023,GENERAL PAZ COOPERATIVA LTDA DE SEGUROS GENERALES,1965-11-25-00:00,COOPERATIVA,2024-02-22-13:54,,SANTA FE,ROSARIO NORTE,SALTA,1530,,, 2000,INEXISTENTE - DESCONOCIDO,SANTA FE,ROSARIO,SALTA,1530,,, 2000,NO CONFIRMADO,,,1,AC,S
30500074260,DAR S A DE AHORRO Y PRESTAMO PARA LA VIVIENDA,1962-02-23-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,502,,, 1043,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CORRIENTES AV.,502,,, 1043,NO CONFIRMADO,,,1,AC,S
30500074570,YRESA SOC AN FIN INMOBILIARIA Y DE MANDATOS,1956-10-01-00:00,SOCIEDAD ANONIMA,2024-02-22-13:47,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,215,2,, 1084,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAIPU,215,02,, 1086,NO CONFIRMADO,,,1,AC,S
30500074643,AUTOPLAN S A DE AHORRO PARA FINES  DETERMINADOS,1968-06-03-00:00,SOCIEDAD ANONIMA,2024-06-29-08:10,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,658,,, 1008,NO NOTIFICADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,SUIPACHA,658,,, 1008,NO CONFIRMADO,,,1,AC,S
30500074953,CESAR A AMOROSO S R L,1967-11-06-00:00,SOCIEDAD DE RESPONSABILIDAD LIMITADA,2024-08-28-18:45,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,CRAMER AV.,3715,,, 1429,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ESTOMBA,2359,,, 1430,NO CONFIRMADO, 453100,"Venta al por mayor de partes, piezas y accesorios de vehículos automotores",2,AC,S
30500082522,ISRINGHAUSEN ARGENTINA SA,1962-03-30-12:00,SOCIEDAD ANONIMA,2024-11-15-08:20,,BUENOS AIRES,CAÑUELAS,"LA FINACO , PARQUE INDUSTRIAL CAÑUELAS 1",154,,, 1814,DECLARADO POR INTERNET,BUENOS AIRES,MUNRO,AV. BERNARDO ADER,2395,,, 1605,DECLARADO, 681098,"Servicios inmobiliarios realizados por cuenta propia, con bienes urbanos propios o arrendados n.c.p.",3,AC,S
30500089489,EDITORIAL SOPENA ARGENTINA SOCIEDAD ANONIMA COMERCIAL INDUSTRIAL E INMOBILIARIA,1951-08-05-00:00,SOCIEDAD ANONIMA,2024-02-22-13:44,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAZA,2138,02,A, 1240,INEXISTENTE - DESCONOCIDO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,MAZA,2138,2,A, 1240,NO CONFIRMADO, 464211,Venta al por mayor de libros y publicaciones,1,AC,S
30500089624,SA LA NACION,1909-06-19-00:00,SOCIEDAD ANONIMA,2024-11-01-11:45,,BUENOS AIRES,VICENTE LOPEZ,AV. DEL LIBERTADOR,101,05,, 1638,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,ZEPITA,3251,,, 1285,DECLARADO POR INTERNET, 181109,"Impresión n.c.p., excepto de diarios y revistas",2,AC,S
30500089934,AGENCIA FRANCE PRESSE,1957-01-10-00:00,SUCURSAL EMPRESA EXTRANJERA,2024-11-02-04:20,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE MAYO AV.,560,6,48, 1084,CONFIRMADO,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,DE MAYO AV.,560,6,48, 1084,DECLARADO POR INTERNET, 639100,Agencias de noticias,1,AC,S
30500090029,EL CRONISTA COMERCIAL SA,2004-03-16-00:00,SOCIEDAD ANONIMA,2024-10-04-08:05,,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,FRENCH,3155,5,, 1425,DECLARADO POR INTERNET,CIUDAD AUTONOMA BUENOS AIRES,CAPITAL FEDERAL,PASEO COLON AV.,746,01,, 1063,DECLARADO POR INTERNET, 581300,"Edición de periódicos, revistas y publicaciones periódicas",1,AC,S
